reviewId,userName,review_text,rating,thumbsUpCount,review_date,appVersion
60f26b7d-942e-41c7-a6d6-f3b1700ad7dc,Adriana Cucalon,had trouble with my check in and had to accept a different cheaper room. I immediately wrote to Customer Service and they answered 8 hours later. it was 1am when I arrived at the hotel. now they say that because I accepted I'm not entitled to a partial refund. I didn't waived my fees to a claim,1,0,2026-08-16 13:30:44,14.29.0
ed25569c-909f-4952-9848-e5857db8574c,Vishakha Choudhary,"Doing Fraud, don't use this app, and never book hotel through this app, they trapped you on low price and later you have to pay extra money at property, no big deal if agoda service agent not support you even he try to hack my phone online",1,0,2026-08-16 13:24:49,14.29.0
d3b45066-e997-4bbe-a750-a8a42a41c676,k yogesh,worst experience I selected 2 room with 5 guest in this app they booked 2 room with 2 guest,1,0,2026-08-16 12:43:20,14.29.0
69e597f9-68b8-41bb-bb1d-1635e61754fe,Simanchal Chaudhury,not user friendly,1,0,2026-08-16 11:34:02,
693f38ca-cb88-463e-a3fe-6ebdd3d2b1d8,Marven,"This app is a scam, i want to cancel my hotel the place looks not safe and ungly, i want my 8000 php back , scam app",1,0,2026-08-16 09:54:47,14.28.0
42a4eaf3-bc35-417e-8e8d-1c35caa4186b,Eric Smith,Too much going on with app,2,0,2026-08-16 09:53:23,14.29.0
3f5a62f4-1196-446d-9ecb-71498a796aa8,kishore kumar.B,"I have booked a hotel but I have cancelled it, no refund was done. but app shows refunded, worst experience",1,0,2026-08-16 09:05:14,14.28.0
37a3d0d6-79bd-4509-ad49-9b6257178540,Avinash Kumar Singh,best app for hotel booking,5,0,2026-08-16 09:01:24,14.29.0
98aeb364-b982-4324-94ac-932a205a8c43,Tommy Hidayat,always crash on webview update,3,0,2026-08-16 05:14:17,14.29.0
ec280931-8a85-4a04-9eb8-8a670d882032,teja mani,"Hi Everyone, Before booking any hotel, make sure you do the payment at the spot to get best discounts , don't keep the payment for later. These people are robbing 300rup extra as a gateway conversion fee more than the kwr-rup value even after doing payment via free forex card. Hard to even connect to customer support.",2,0,2026-08-16 00:20:20,14.29.0
2494db1e-cf8e-4cdf-92bd-5bc7963a1cb3,Arshad Roshan,"One of the worst experience with agoda. I booked two rooms in Platinum Inn at shivaji nagar, bangalore. but when I reached there, the hotel staff said it's full. But we have confirmed and paid for the stay. Agoda's customer support is full of scammers not attending the call and no use, it's fully a joke. They didn't respond and didn't pay the refund also. This is a scamming app trying to steal your money. And sending to the place and says room are full.",1,0,2026-08-15 21:41:25,
dc530acb-b13e-4b0f-8dcf-5f975cd4fe81,Soly Alkhatib,نجمة واحدة كثير عليكم,1,0,2026-08-15 21:24:39,14.28.0
c4d73578-d8d8-4f5d-b7a4-9ba695ec3f61,Gin Mador,"2026.08 does not save card. 5 july 2025. over priced scam, tashkent hotel is 86 usd, when booking 70 usd, for 2 nights. cannot pay in advance for somebody else. Can't avoid dormitories and shared rooms. why do you show me sold out hotels? annoying. no navigation to location. Do not book through booking services. there is no refund if you check in into hotel and hotel is bad and with allergies. call directly to a hotel",1,4,2026-08-15 21:20:48,14.28.0
7e4af747-ea50-4e25-b8d1-d04e56a98c5b,Teruja HQ,"penipu..suka main harga.bila booking,payment tak potong..then booking lagi,pun still sama..lepas yang kali ketiga booking,harga bilik terus melambung tinggi. sorry, you're didn't deserves for 5 star.",1,0,2026-08-15 21:15:32,14.28.0
f1bb7202-2568-49d4-adef-f8d9f1e01998,Debra Hernandez,"NO assistance!! They don't care about customers ( other than their money). They don't respond to phone calls, texts or THEIR OWN CHAT!!",1,0,2026-08-15 21:01:29,
05cbb5c4-d915-4841-9bd1-9c8a522c2ee4,John Ivan Faustino,Very reliable and gives me the best options 👌,5,0,2026-08-15 20:59:53,14.27.0
561a2133-8af6-4cec-b2cd-8418ebb45e76,Arshad,"NEVER TRUST AGODA — VERY BAD EXPERIENCE I booked a budget hotel in Delhi through the Agoda app using a promotional offer. The booking was confirmed and payment was made. But when I reached the location, I could not find the hotel at all. The hotel/location details shown in the app did not match the actual place. The transaction we made is non refundable, so we cant cancel booking as well.. Its a well made trap My experience was extremely disappointing. Be very careful with heavily discountoffers",1,0,2026-08-15 19:34:06,14.29.0
ac9bf712-352a-4104-afce-1a9c47bb207d,gurpreet bajaj,"The worst app for hotel booking imo. Zero accountability after taking your money. No mechanism exists to resolve any issues, except AI messaging which keeps giving the same irrelevant replies with no option to talk to anyone. I booked 3 nice looking rooms in a hotel in Patnitop. Which in reality turned out to be absolutely filthy, dilapidated property. The rooms smelled of cigarettes and dampness, dirty stains on pillows and bedshrets with bedbugs under matresses. No refund. Total disappointment",1,1,2026-08-15 18:18:28,14.28.0
2ec53a43-39c5-4a89-90a6-c29891f5652b,Marudut Hutabalian,"menggunakan aplikasi ini sangat mengecewakan, bookingan djbatalkan dan pengembalian dana melalui tranfers ke bang, ada notifikasi bahwa nomor rekening tidak aktif. supaya refund masuk ke agoda cash. setelah saya gunakan refung itu, maka aplikasi agoDa langsung uninstal",1,0,2026-08-15 17:55:55,
aaca24e4-f65e-4950-8684-b645378d53b7,Pramod Kothari,tickets rate are too much hight for the same same travel date compared to IXIGO and Make my trip. I deleted this app 🤭🫢✋️🫣,1,0,2026-08-15 16:25:21,
ae997e47-464d-405d-89cc-8ae08bd37004,Scott Crawford,Better than Trivago. 😁,4,0,2026-08-15 16:08:18,14.28.0
db04d291-6bc2-4a41-a7a5-de67578e059d,Shefali Surana,Great prices and Genuine review,5,0,2026-08-15 13:57:29,14.29.0
d1f20d3e-dcc9-45d2-9d4d-9ebdbbfbdb5f,FreePoet,easy booking with Agoda,5,0,2026-08-15 12:31:48,14.29.0
9d9ad515-46c1-42bf-a674-c3725668e8c0,Sam NeungSongSam,Used them many many times for Hotel bookings all over Thailand. Stays are usually what it says in the Ads - accurate. Easy to use and plenty of choice regarding cancellation policies and payment methods. So convenient and easy.,5,0,2026-08-15 12:08:20,
2936e32d-491e-4fe9-834c-bbe325967004,abzalpasha1,worst app pls don't do the bokking from this app bakwas horrible experience,1,0,2026-08-15 10:53:22,14.28.0
958c3f40-8e0b-49d2-8007-6377955f677f,Amlan Halder,Experience is great !,5,0,2026-08-15 10:41:21,14.29.0
79c36c3d-b072-42ec-87c6-667cb73d8757,Ashwini Rathore,"“My booking was made for 4 adults and 1 child, but the confirmation is showing only 2 adults. Please confirm in writing that all 4 adults and 1 child are covered under this reservation and that there will be no issue at check-in.” had mailed and messaged tried to contact but no response from agoda and extra charges being asked by the property. feels like phishing scammers are provided platform on Play Store. extremely poor response. do not mislead people.",1,0,2026-08-15 10:13:52,14.29.0
889390b1-47d8-4d21-8504-22915dc82143,BABU suresh,"I paid and booked a hotel in Nellore, but the hotel doesn't have any communication, I paid again and taken room",1,0,2026-08-15 09:20:49,
565dad11-76f3-4c59-b268-5720f17b1ab7,pinku babu,"@agoda Your 3★ listing for Super Townhouse Oak LB Nagar Ramoji, Hyderabad is misleading! Dirty room, bedsheets & bathroom, AC/water issues, mosquitoes & cockroaches. Spent 2 hours making it usable. Refund/compensation needed. #Agoda",1,0,2026-08-15 01:52:50,
ad3471b1-65c7-4b87-9c3b-da673c1a9101,Ivan Khan,yeh 420: apps hai Mera 840 room per dekha ke hotel me aake 1650 bill dikha diya .aur in hotel ka per day 500 rupiya bhi jada hsi,1,0,2026-08-15 01:13:44,14.29.0
11b6344b-4b0b-4d90-9837-8aeac42fe6f3,Icy Plop,so many bugs and errors,1,0,2026-08-14 23:04:31,14.1.0
d4aae660-8712-4062-a64f-d1b6dd237329,saravana kumar,worst suggestion by agoda hotel name sacar hotel in Pondicherry booked an ac room but hotel are arguing it a non AC room room are dungeon not ever proper aur circulation but in app it shows best hotel please make sure if it's listed in your atleast have a background of it has decent rooms totaly worst suggestion by agoda,1,0,2026-08-14 22:23:01,
77f8795c-002f-43c1-bd2a-280bb7dac3c1,Tom Batterbury,amazing hotel app!,5,0,2026-08-14 20:41:03,14.28.0
62383f50-4031-460f-8efb-b7f72a802a55,Chamira Perera,Easy access and user friendly,5,0,2026-08-14 19:52:28,14.28.0
50c5d733-ac92-4374-9bd3-8d15805a85d0,Stephen Lawson,agoda da best,5,0,2026-08-14 19:28:12,14.28.0
5904e1a0-efce-459b-b222-a232f7487a98,ASHWANI CHAUDHARY,"Worst app and doing fraud with hotels to overcharge customer - I booked a hotel room for 2 adults and 2 children (aged 2 and 7 years) through the Agoda app. The booking amount displayed and charged was ₹6,037, and the booking details on the Agoda app clearly indicated accommodation for 2 adults and 2 children. However, when we arrived at The Citizen Hotel, the hotel staff informed us that the booking was for only 1 adult and demanded approximately 50% additional payment for the other guests.",1,0,2026-08-14 19:24:50,
9f133518-1cc3-40f3-a9e6-b0ba703703e1,Jitendra Chaudhary,"Agoda is a handy option for comparing hotels and accommodation when travelling. The filters, photos, reviews, and different price options make finding a suitable place fairly easy.",5,0,2026-08-14 17:48:41,14.29.0
96c0469a-c766-4b1a-8d8a-3c37b1f10d2d,Orla Cleary,"Great discounts, lots of choice",5,1,2026-08-14 16:55:03,14.29.0
6a3d2039-2570-44bf-999a-8123b4705009,Ananay Arora,worst customer support. can't contact only,1,0,2026-08-14 16:22:34,14.29.0
5d9a8680-c516-478c-b078-6c8d00887c07,Michelle Gapuz,naka ilang booked ako dahil ayaw tumanggap ng owners and some of them say na di na active ang Agoda nila kaso hindi nila madelete account that's why na appear pa rin sa option. Agoda do something about that napaka bagal ng system confirmation ng mga owner or some of them are not active anymore sa app niyo,2,0,2026-08-14 14:26:32,14.28.0
f7d1b9c6-e0f3-4bb7-811d-4ebabcf4e98d,Bhavik Bhavsar,"Third class service, everytime showing error. 4 adult ka booking kiya tha lekin 2 adult ka hi booking dikhai de raha hai. Treebo lonavala hotel . 3rd class service never book hotel using this application. paisa barbaad. poor service 💩. customer care ko call kabhi bhi nahi lagata. never",1,0,2026-08-14 13:58:54,14.28.0
942a7df8-46d0-46c9-8c69-617091ee0f70,AL AMIN,excellent service 👏,5,0,2026-08-14 13:38:07,14.25.0
bdd3099d-e197-4e75-b947-f6370c607749,Nghi Nguyen,I booked 1 room for one night. Agoda charged 2 rooms anh do not refund. 😡😡😡 very bad travel app.,5,0,2026-08-14 11:09:31,11.27.0
900f4c43-8a26-4a2f-88cb-2d207d4c1464,Lankalapalli Manoj kumar naidu,if I get negative rating I must be give -10. why? because in agoda app what they show when we go to hotel the things the promises where we not given by hotels they are just promoting agoda hotel. hotel persons are they stand on the policies but the Agoda just fraud hus i request people pls don't use this app and if we cal customer care without add 000 just we dial that number one of the worst bad customer care ever never ever seen just they will scold us very bad word,1,0,2026-08-14 10:07:25,11.26.0
